영화명,원제,제작년도,감독,원작도서유무,네이버기대지수
지구용사벡터맨,,1998.0,최성덕,0,114.0
스타워즈스페셜에디션,Star Wars: Special Edition,1997.0,조지 루카스,0,0.0
영원한제국,Eternal Empire,1995.0,박종원,1,0.0
제국의반란,Age Of Treason,1993.0,케빈 코너,0,1.0
폭스바겐의제국,Der VW-Komplex,1990.0,하르트무트 비톰스키,0,0.0
태양의제국,Empire Of The Sun,1987.0,스티븐 스필버그,0,0.0
대영제국의몰락,The Last Of England,1987.0,데릭 저먼,0,4.0
제국의기사,Knights Of God,1987.0,"앤드류 모건,마이클 케리건",0,0.0
미제국의몰락,The Decline Of The American Empire,1986.0,데니 아르캉,0,3.0
잃어버린제국,Lost Empires,1986.0,앨런 그린트,0,12.0
운의왕국,The Realm Of Fortune,1986.0,아르투로 립스테인,0,0.0
당조호방녀,An Amorous Woman of Tang Dynasty,1984.0,방령정,0,0.0
대일본제국,The Imperial Japanese Empire,1982.0,마스다 토시오,0,29.0
스타워즈에피소드5제국의역습,Star Wars Episode V: The Empire Strikes Back,1980.0,어빈 커쉬너,0,0.0
제국의종말,Flash Gordon,1980.0,마이크 호지스,0,15.0
홀로코스트2,Mangiati Vivi,1980.0,움베르토 렌지,0,0.0
열정의제국,Empire Of The Passions,1978.0,오시마 나기사,0,0.0
감각의제국,In The Realm Of The Senses,1976.0,오시마 나기사,1,0.0
대영제국의소리,British Sounds,1970.0,장 뤽 고다르,0,0.0
태양제국의멸망,The Royal Hunt Of The Sun,1969.0,어빙 러너,0,27.0
제국은행사건사형수,帝銀事件 死刑囚,1964.0,쿠마이 케이,0,0.0
소년0072지하제국,소년 007 지하제국,,"정수용,김철종",0,11.0
아프리카잃어버린황금의제국,,,,0,0.0
올웨이스비보이,Always Be Boyz,2009.0,권우탁,0,0.0
완벽한섹스의발견,The Opposite Sex,2014.0,"제니퍼 피니간,조나단 실버맨",0,24.0
좋아하지도않으면서,YOU'RE NOT EVEN THAT INTO ME,2016.0,요시다 코타,0,19.0
테이스트포킬링,Taste for Killing,1966.0,토니노 발레리,0,2.0
현장법사서유기의시작,Xuan Zang,2016.0,후오지엔치,0,24.0
세상은가끔아름답다,Life Can Be So Wonderful,2007.0,미노리카와 오사무,0,0.0
아프칸솔져스,Afghan Luke,2011.0,마이크 클래튼버그,0,4.0
제로아워킬러,THE ZERO HOUR,2010.0,디에고 벨라스코,0,3.0
더랑데부,The Rendezvous,2016.0,"아민 마탈카,안네마리 자시르",0,4.0
랑데부,Rendez-Vous,2015.0,앙투와네트 베우머,0,38.0
여름눈랑데부,夏雪ランデブ一,2012.0,마츠오 코우,0,7.0
랑데부,Rendez-vous,2004.0,박은영,0,0.0
어썸머나이트랑데부,A Summer Night Rendez-vous,2000.0,플로랑스 미알레,0,0.0
파리의랑데부,Les Rendez-vous De Paris,1995.0,에릭 로메르,0,9.0
랑데부,Rendez-vous,1985.0,앙드레 테시네,0,22.0
안나의랑데부,Les Rendez-vous DAnna,1978.0,샹탈 애커만,0,1.0
골든랑데부,Golden Rendezvous,1977.0,,0,1.0
랑데부,Rendezvous,1976.0,끌로드 를르슈,0,0.0
랑데부,Le rendez-vous,1961.0,장 들라누아,0,0.0
7월의랑데부,Rendezvous in July,1949.0,자크 베케르,0,1.0
랑데부,Rendezvous,,,0,0.0
맛있는섹스인연,,2013.0,이세일,0,127.0
야동보기좋은날,Good day for watching porn,2015.0,권문선,0,286.0
인헤리턴스,Inheritance,2017.0,"로라 E. 데이비스,제시카 케이",0,1.0
인헤리턴스,Inheritance,2017.0,타일러 새비지,0,0.0
크리스마스인헤리턴스,Christmas Inheritance,2017.0,어니 바바라쉬,0,0.0
인헤리턴스,HERITAGE,2012.0,히암 압바스,0,0.0
인헤리턴스,The Inheritance,1976.0,마우로 볼로그니니,0,0.0
포르노그래퍼,Photographer,2015.0,이레나 파블라스코바,0,29.0
포르노그래퍼,The Pornographer,1999.0,더그 앳치슨,0,
포르노그래퍼,The Pornographer,1994.0,패트릭 쉔 던컨,0,0.0
폰티풀,Pontypool,2008.0,브루스 맥도널드,1,0.0
탱크432,TANK 432,2015.0,닉 질레스피,0,23.0
팔괘장무림쟁패,Eight Trigram Boxing 1,2016.0,곽회중,0,3.0
포엘렌,For Ellen,2012.0,김소영,0,0.0
비호외전,The Extreme Fox,2013.0,전승위,0,5.0
비호외전,飛狐外傳: The Sword Of Many Loves,1992.0,반문걸,0,0.0
비호외전,飛狐外傳: Legend Of The Fox,1980.0,장철,1,1.0
데들리크로싱,Southern Justice: Russian Crossing,2011.0,키오니 왁스먼,0,0.0
쿼터메인2,Allan Quatermain And The Lost City Of Gold,1987.0,게리 넬슨,0,0.0
퍼스트킹왕의탄생,THE GAELIC KING,2017.0,필립 토드,0,14.0
바이킹데스티니,Viking Destiny,2018.0,데이비드 L.G. 휴즈,0,3.0
보어살인멧돼지,Boar,2018.0,크리스 선,0,9.0
건달가정부,Gang House Keeper,,후지와라 켄이치,0,
깊은사랑,,2012.0,이세일,0,
내동생의아내,,2018.0,조태호,0,4.0
내동생의아내3,YOXTUKYUUHUMANNO MAJIMETUMA2,2017.0,츠키카게 쿠로우,0,1.0
내동생의아내2,aijyou,2015.0,나가에 타카미,0,1.0
내동생의아내,Miboujin Yabe Hisae,2012.0,카에데,0,7.0
내친구의숙모,,2018.0,김부곤,0,3.0
검은장시라이신노스케의대재앙,&#40658;の章～弁護士&#12539;白井&#30495;之介の大災難,2017.0,카와이 하야토,0,6.0
조디악대재앙,Zodiac: Signs of the Apocalypse,2014.0,데이빗 호건,0,2.0
캐터키즘캐터클리즘,The Catechism Cataclysm,2011.0,토드 로할,0,0.0
대재앙,Meteor Apocalypse,2010.0,미초 루타르,0,0.0
온난화의대재앙,The Great Warming,2006.0,마이클 테일러,0,1.0
중산층가정의대재앙,,2002.0,윤성호,0,1.0
더마인즈아이,The Mind's Eye,2015.0,조 베고스,0,19.0
도깅공개섹스,Dogging : A Love Story,2009.0,사이먼 엘리스,0,0.0
막이오른다,The Curtain Rises,2015.0,모토히로 카츠유키,1,41.0
머리감겨주는거유미용실,Kayoubi no biyoushitachi,2007.0,에토 우도,0,0.0
미스테리예고살인,Mysteria,2011.0,루시우스 C. 쿠에트,0,30.0
블러드문나바호의전설,Blood Moon,2014.0,제레미 우딩,0,10.0
술취하면적극적인새엄마,Drunken Mother-in-Law 3,2017.0,후지타 켄지,0,0.0
새엄마의화끈한유혹,Secret of nasty mother 3,2015.0,신도 레이,0,0.0
쇼다운인마닐라,SHOWDOWN IN MANILA,2016.0,마크 다카스코스,0,7.0
스테이크랜드2,The Stakelander,2016.0,"댄 버크,로버트 올슨",0,19.0
스테이크랜드,Stake Land,2010.0,짐 미클,0,0.0
더화이트엘리펀트,The White Elephant,2018.0,슈르크 하브,0,0.0
화이트엘리펀트,WHITE ELEPHANT,2012.0,파블로 트라페로,0,3.0
엘리펀트화이트,Elephant White,2011.0,프라차야 핀카엡,0,0.0
전망좋은방맛있는섹스,,2012.0,이세일,0,
친절한형수님,,2018.0,조태호,0,0.0
칸나누나의비밀일기2,DOUBLE KANNA 2,2012.0,토모마츠 나오유키,0,
캡처킬릴리즈,CAPTURE KILL RELEASE,2016.0,"닉 맥애널티,브라이언 앨런 스튜어트",0,2.0
컨파인스,The Confines,2015.0,이탄 락커웨이,0,66.0
컨파인스오브커뮤니케이션,The Confines Of Communication,2003.0,김재화,0,0.0
투헬위드코드,To Hell With Codes,2018.0,레오폴드 레그랑,0,0.0
어쌔씬스코드,The Assassin's Code,2018.0,데이빗 A. 암스트롱,0,0.0
코드기아스반역의를르슈III황도,CODE GEASS Lelouch of the Rebellion III -Glorification-,2018.0,타니구치 고로,0,0.0
코드기아스반역의를르슈II반도,CODE GEASS Lelouch of the Rebellion II -Transgression-,2018.0,타니구치 고로,0,2.0
코드오브서바이벌,Code of Survival,2017.0,버트램 버하그,0,0.0
어블레미쉬드코드,A Blemished Code,2017.0,앤-마리 코프스테이크,0,0.0
더코드,The Cord,2017.0,카트린 L. 알라르,0,0.0
코드기아스반역의를르슈I흥도,CODE GEASS Lelouch of the Rebellion I -Initiation-,2017.0,타니구치 고로,0,13.0
블랙코드,Black Code,2016.0,니콜라스 드 폰씨에,0,0.0
노드레스코드리콰이어드,No Dress Code Required,2016.0,크리스티나 헤레라 보르케즈,0,1.0
코드네임홀릭,Codename Holec,2016.0,프란츠 노보트니,0,0.0
핸드라인코드,Hand.Line.Cod,2016.0,저스틴 심스,0,0.0
코드옐로우,Code Yellow,2016.0,에리카 자크,0,0.0
코드브라운,Code Brown,2016.0,애슐리 싱글턴,0,0.0
리즌스코드,Reason's Code,2016.0,사이몬 페인,0,0.0
극장판코드기어스망국의아키토제5장사랑하는것들에게,コ&#12540;ドギアス 亡&#22269;のアキト/ 第5章 愛シキモノタチヘ,2016.0,아카네 카즈키,0,11.0
블랙코드,Blackhat,2015.0,마이클 만,0,728.0
코드블랙,Code Black,2015.0,,0,4.0
더코드오브카인,The Code of Cain,2015.0,윌리암 드 비탈,0,13.0
코드걸,CodeGirl,2015.0,레슬리 칠콧,0,6.0
캠퍼스코드,Campus Code,2015.0,"케네스 M. 웨델,캐시 스콜세지",0,6.0
성평등을코딩하라,CODE: Debugging the Gender Gap,2015.0,로빈 하우저 레이놀즈,0,13.0
코드제로,,2015.0,,0,0.0
달타냥의검,Code M,2015.0,데니스 보츠,0,1.0
코드오브어킬러,Code of a Killer,2015.0,,0,0.0
코드,Cord,2015.0,파블로 곤잘레즈,0,4.0
로터스코드,Lotus Code,2015.0,칭양,0,0.0
극장판코드기어스망국의아키토제4장증오의기억에서,コ&#12540;ドギアス 亡&#22269;のアキト/ 第4章 憎しみの記憶から,2015.0,아카네 카즈키,0,41.0
코드기아스망국의아키토,コ&#12540;ドギアス-亡&#22269;のアキト,2013.0,아카네 카즈키,0,18.0
비틀즈코드3D,,2013.0,,0,0.0
케이프코드해변의바우하우스,Built on Narrow Land,2013.0,멜라키 코널리,0,0.0
세븐스코드,Seventh Code,2013.0,구로사와 기요시,0,27.0
요한포크코드네임리사,Johan Falk - Codename Lisa,2013.0,샤롯 브랜드스트롬,0,3.0
코드블랙,Code Black,2013.0,라이언 맥게리,0,2.0
더티코드,Dirty Code,2013.0,바비 아베이트,0,0.0
극장판코드기어스망국의아키토제2장찢겨진익룡,コ&#12540;ドギアス 亡&#22269;のアキト/ 第2章 引き裂かれし翼&#31452;,2013.0,아카네 카즈키,0,8.0
코드네임코브라,Black Cobra,2012.0,"도노반 스콧,릴리 멜가",0,3.0
미래소년코드박,,2012.0,김종우,0,0.0
코드브레이커,CODE:BREAKER,2012.0,이리에 야스히로,0,4.0
슬리핀코드,Sleepincord,2012.0,마르타 파제크,0,0.0
XIII코드네임13시즌2,XIII: The Series,2012.0,,0,0.0
코드오브더웨스트,Code of the West,2012.0,레베카 리치만 코헨,0,0.0
코드네임오라클,Code Name Oracle,2012.0,맥스 바톨리,0,0.0
코드네임비너스,Code Name Venus,2012.0,타머 가립,0,0.0
다핀체코드,Da Pinche Code,2012.0,케사르 알레한드로,0,0.0
극장판코드기어스망국의아키토제1장익룡은내려온,コ&#12540;ドギアス 亡&#22269;のアキト/ 第1章 翼&#31452;は舞い降り,2012.0,아카네 카즈키,0,20.0
실버코드,Silver Cord,2011.0,제임스 오도네즈,0,2.0
코드37,Code 37,2011.0,제이콥 버브루겐,0,3.0
XIII코드네임13시즌1,XIII: The Series,2011.0,제이 파이어스톤,0,2.0
코드블루,Code Blue,2011.0,우줄라 안토니악,0,1.0
브리티안그레이티스트코드브레이커,Britain's Greatest Codebreaker,2011.0,"클레어 비밴,닉 스테이시",0,0.0
코드2600,Code 2600,2011.0,제레미 지레책,0,0.0
코드207,Code 207,2011.0,티노 스트럭만,0,0.0
시카고코드,The Chicago Code,2011.0,"가이 퍼랜드,레슬리 링카 글래터,클락 존슨",0,4.0
파워코드,Power Chord,2011.0,짐 휘플,0,2.0
아이두어매리틀디스코드인어메리카,I Do: A Marital Discord in America,2011.0,롤리토 모지카,0,0.0
디스코드,Discord,2011.0,세실 밀라조,0,4.0
바코드맘,Bar-code Mom,2010.0,김용완,0,4.0
코드블루시즌2,Code Blue,2010.0,니시우라 마사키,0,1.0
더제너시스코드,The Genesis Code,2010.0,"C. 토마스 하우엘,패트릭 리드 존슨",0,2.0
천사와악마,Angels & Demons,2009.0,론 하워드,1,0.0
코드,Thick As Thieves,2009.0,미미 레더,0,0.0
전원코드는늘어나지않는다,Reach,2009.0,루크 랜들,0,22.0
버츄얼코드,Uncertainty,2008.0,"스콧 맥게히,데이비드 시겔",0,7.0
바이블코드,The Bible Code,2008.0,크리스토프 슈르베,0,11.0
더코드,The Code,2008.0,하야시 카이조,0,7.0
울트라바이올렛코드044,Ultraviolet: Code 044,2008.0,데자키 오사무,0,1.0
위험한게임데드코드,Wargames: The Dead Code,2008.0,스튜어트 길라드,0,1.0
소울스코드,Soul's Code,2008.0,,0,1.0
코드블루,Code Blue,2008.0,"하야마 히로키,니시무라 마사키",0,3.0
코드기어스반역의를르슈제2기,Code Geass: Lelouch Of The Rebellion R2,2008.0,타니구치 고로,0,6.0
Elasticcordplaying,,2008.0,박병래,0,0.0
묵시록코드,Apocalypse Code,2007.0,바딤 스멜레프,0,1.0
코드네임클리너,Code Name: The Cleaner,2007.0,레스 메이필드,0,2.0
HCODE,H-CODE,2007.0,우치카타 아키라,0,0.0
코드13,Code 13,2007.0,마티우 L. 데니스,0,0.0
테라스하우스클로징도어,Terrace House Closing Door,2015.0,마에다 마사토,0,4.0
파라노말포제션,The Possession Of David O'Reilly,2010.0,"앤드류 컬,스티브 아일스",0,0.0
플래쉬운즈,Flesh Wounds,2011.0,댄 가르시아,0,0.0
피어오브다크니스,The Fear of Darkness,2014.0,크리스토퍼 피쳇,0,45.0
피어오브다크니스,Fear of Darkness,2004.0,나단 베인,0,0.0
필동,Pil-dong,2018.0,필동,0,20.0
하나님나라에는악마가살고있다,She Who Must Burn,2015.0,래리 켄트,0,14.0
화이트노이즈2,White Noise 2: The Light,2007.0,패트릭 루지어,0,0.0
휴먼컨트랙트,The Human Contract,2008.0,제이다 핀켓 스미스,0,0.0
라스트맨지구를마지막으로본남자,The Last Man,2018.0,로드리고 H. 빌라,0,16.0
미용실특별한서비스3,,2019.0,김종민,0,17.0
새디스트,Compulsion,2017.0,크레이그 굿윌,0,10.0
욕망하는사람들,Those who Desire,2018.0,엘레나 로페즈 리에라,0,0.0
욕망의화신,Bacchus,2018.0,리케 알마 크로사브 플라네타,0,0.0
권력욕망의올가미,Shattered,2017.0,나타샤 케르마니,0,0.0
화심욕망의꽃,A FLOWER AFLAME,2016.0,안도 히로시,0,4.0
cooked요리를욕망하다시즌1,Cooked,2016.0,"라이언 밀러,알렉스 기브니",0,0.0
문란한단지처의욕망,The desire of Housing complex,2016.0,카와사키 군지,0,0.0
욕망의파나마,Panama,2015.0,파블레 뷰코비치,0,57.0
도라욕망에눈뜨다,Dora or The Sexual Neuroses of Our Parents,2015.0,스티나 베렌펠스,0,2.0
성적욕망,,2015.0,,0,0.0
욕망하는도시,The City Of Desire,2015.0,김백,0,20.0
욕망의둥지,Shrew's Nest,2014.0,"후안퍼 안드레스,에스테반 로엘",0,35.0
욕망의젊은도우미,Desire & A Knife,2014.0,쿠도 마사노리,0,0.0
욕망의포토그래퍼,Eve’s Secret,2014.0,트로이 밀러,0,1.0
욕망,Hole,2014.0,마틴 에드랄린,0,1.0
일본범죄사욕망의구멍,NIHONHANZAISHI YOKUBONOANA,2013.0,스에나가 켄,0,2.0
욕망의파라다이스,ARTIFICIAL PARADISES,2012.0,마르코스 프라도,0,18.0
자매욕망에눈뜨다,Jituroku Chikandensya VI,2012.0,사카모토 후토시,0,2.0
남편아들의끝없는욕망,Jituroku Chikandensya III,2012.0,사카모토 후토시,0,0.0
욕망의날개,Crepuscule,2011.0,에릭 팔라도,0,13.0
욕망의라쇼몽무삭제판,RASHOMON,2011.0,카와사키 히로유키,0,4.0
욕망은늙지않는다,,2011.0,나두경,0,0.0
욕망의불꽃,,2010.0,백호민,0,0.0
욕망,Deseo,2010.0,안토니오 자발라 쿠글러,0,0.0
욕망의분화,Amourette,2009.0,마야 게리히,0,1.0
욕망,El Deseo,2008.0,마리 베니토,0,0.0
색계,"Lust, Caution",2007.0,이안,0,12.0
악마적욕망,The Demonology Of Desire,2007.0,로드리고 구디뇨,0,0.0
욕망이라는이름의전철,,2007.0,임은,0,1.0
욕망의거미줄시세이,Si-sei,2006.0,사토 히사야스,0,0.0
욕망의거미줄시세이2,Shisei,2006.0,제제 타카히사,0,0.0
꼬막의욕망,An Orectic Ark Shell,2006.0,소윤주,0,0.0
꿈과욕망가족의끈,Dreams And Desires: Family Ties,2006.0,요안나 퀸,0,0.0
욕망,Desire,2005.0,시노하라 테츠오,1,0.0
세계의욕망디지털삼인삼색2005,,2005.0,"아피찻퐁 위라세타쿤,송일곤,츠카모토 신야",0,5.0
찬란한동거생활4사랑과욕망의여행,DANCE TILL TOMORROW 4,2005.0,혼다 코이치,0,
이브의욕망,Eve's Desire,2005.0,지영,0,0.0
세계의욕망,Worldly Desires,2005.0,"아피찻퐁 위라세타쿤,핌파카 토위라",0,1.0
도쿄욕망,Tokyo Desire,2004.0,와타나베 마모루,0,0.0
욕망이라는이름의남자,A Man Named Desire,2003.0,이공주,0,0.0
욕망의원리,The Principles Of Lust,2003.0,페니 울콕,0,3.0
욕망,Desire,2002.0,김응수,0,0.0
욕망의탱고,TANGO DESIRE ,2002.0,에드가르도 코자린스키,0,0.0
혼돈과욕망,Chaos And Desire,2002.0,마농 브리앙,0,0.0
욕망의처녀,The Virgin Of Lust,2002.0,아르투로 립스테인,0,2.0
욕망을영화화하기여성감독이말하는섹슈얼리티,Filmer Le Desir,2001.0,마리 맨디,0,5.0
욕망지성,City Of Desire,2001.0,엽위민,0,3.0
욕망의향기,?,2000.0,세르게이 슈가레프,0,0.0
욕망의바다,,1997.0,엄기백,0,8.0
기억과욕망,Memory & Desire,1997.0,니키 카로,0,0.0
욕망,,1997.0,이창섭,0,4.0
육체의욕망2,Body Of Influence 2,1996.0,브라이언 J. 스미스,0,4.0
7번가의욕망,On Seventh Avenue,1996.0,제프 브레크너,0,2.0
욕망이라는이름의전차,A Streetcar Named Desire,1995.0,글렌 조던,1,24.0
욕망의절정,Elefteri Katadissi,1995.0,지오르고스 파노우소폴로스,0,0.0
욕망의저격자,Dangerous Prey,1995.0,로이드 A. 시맨들,0,0.0
비밀과욕망,Parallel Lives,1994.0,린다 옐렌,0,
욕망의이중주,Bitter Vengeance,1994.0,스튜어트 쿠퍼,0,2.0
욕망의일기장,Dark Tide,1994.0,루카 베르코비치,0,0.0
욕망의파편,Shattered Image,1994.0,프리츠 키어쉬,0,0.0
욕망의볼레로,Woman Of Desire,1994.0,로버트 진티,0,0.0
은밀한욕망,,1994.0,정병훈,0,
동물적본능2,Animal Instincts II,1994.0,그레고리 다크,0,0.0
욕망을파는집,Needful Things,1993.0,프레이저 클락 헤스톤,0,5.0
육체의문,Body Of Influence,1993.0,그레고리 다크,0,0.0
성녀적욕망,Little Woman,1993.0,구강건,0,47.0
헌팅더팬텀,Hunting the Phantom,2014.0,마리나 쿠나로바,0,31.0
기이한춤기무,Kimu; the strange dance,2009.0,박동현,0,0.0
리틀고비,Little Gobie,2010.0,토니 탕,0,10.0
무림축구,Soccer killer,2017.0,유진위,0,24.0
스페이스둠스데이,HUMANITY'S END,2009.0,닐 존슨,0,24.0
알카포네스카페이스의전설,In the Absence of Good Men,2017.0,티모시 우드워드 주니어,0,4.0
종로3가역2번출구,jongno 3rd street station exit number 2,2017.0,권중목,0,60.0
그림자먹는개,The Dog Eating Up Shadows,2016.0,최나니,0,10.0
살인이론,Kill Theory,2009.0,크리스 무어,0,0.0
애정소년잔혹사,,2017.0,장기원,0,19.0
